,Name,Main Title,Dynasty,Date,Comment
897,Talakhamani,King of Kush,,fl. c. mid-5th century BC,A Kushite King of Meroe (reigned c. 435 BC – c. 431 BC). He may have been a son of Nasakhma and a younger brother of Malewiebamani. It is also possible Talakhamani was a son of Malewiebamani.
898,Tantamani,Pharaoh,25th dynasty,reigned c. 664 BC – c. 656 BC,"After the Assyrians had appointed Necho I as king and left Egypt, Tantamani marched from Nubia, killed Necho I in battle and reoccupied all of Egypt. The Assyrians returned to Egypt defeated Tantamani's army and effectively ended Nubian control over Egypt. Also known as Tandaname, Tanwetamani or Tementhes."
899,Seqenenre Tao,Pharaoh,17th dynasty,fl. c. mid-16th century BC,Ruled over the local kingdoms of the Theban region of Egypt in the 17th dynasty (reigned c. 1558 BC – c. 1554 BC) . He probably was the son and successor to Senaktenre Ahmose and Queen Tetisheri. Also known as Sekenenra Taa.
900,Tashedkhonsu,Queen,22nd dynasty,fl. c. late-10th century BC,Wife of Pharaoh Osorkon I and the mother of Pharaoh Takelot I.
901,Tawerettenru,Queen,20th dynasty,fl. c. mid-12th century BC,The Royal Wife of Ramesses V.
902,Tefibi,Nomarch of Asyut,10th dynasty,fl. c. 21st century BCE,"Nomarch of Asyut, he helped an Herakleopolite pharaoh of the 10th dynasty in the reconquest of Thinis."
903,Tefnakht Shepsesre,Pharaoh,24th dynasty,reigned c. 732 BC – c. 725 BC,"A Libyan-descended prince of Sais, Great Chief of the Meshwesh and Great Chief of the Libu, and founder of the 24th dynasty of Egypt. Tefnakht established his capital at Sais and was able to unify many of the cities of the Delta region. Also known as Tnephachthos."
904,Tefnakht II,Local King,25th dynasty,fl. c. early-7th century BC,A native king who ruled Sais during the 25th Nubian Dynasty of Egypt.
905,Tentamun,Princess,18th dynasty,fl. c. late-15th century BC,A daughter of Thutmose IV.
906,Tentamun,Queen,20th dynasty,fl. c. late-12th century BC,"Probably the wife of Ramesses XI, last ruler of the 20th dynasty."
907,Tentamun,Queen,21st dynasty,fl. c. mid-11th century BC,"The wife of the 21st dynasty pharaoh Smendes. She was probably the daughter of Ramesses XI, last ruler of the 20th dynasty."
908,Tentkheta,Queen,26th dynasty,fl. c. mid-6th century BC,Wife of Amasis II. She was a daughter of a priest of Ptah named Padineith. She was the mother of Pharaoh Psamtik III. Also known as Tanetkheta
909,Teos,Pharaoh,30th dynasty,fl. c. mid-4th century BC,A 30th dynasty pharaoh of Egypt (reigned 362 BC – 360 BC) who was overthrown by Nectanebo II with the aid of Agesilaus II of Sparta and was forced to flee to Persia. The Persian king Artaxerxes II gave him refuge and Teos lived in Persian exile until his death.
910,Teta,Prince,4th dynasty,fl. c. 26th century BC,"A son of Nefermaat, the eldest son of pharaoh Sneferu, and Itet."
911,Teti,Pharaoh,6th dynasty,reigned c. 2345 BC – c. 2333 BC,The first pharaoh of the 6th dynasty of Egypt. Teti was either murdered by his palace bodyguards in a harem plot or assassinated by the usurper Userkare. Also known by the name Othoes.
912,"Teti, Son of Minhotep",Temple Official,17th dynasty,16th century BC?,"An Egyptian official in Coptos during the reign of the Seventeenth Dynasty Pharaoh, Nubkheperre Intef. Known from the Coptos Decree, which deprives him of his office and its stipend for some act of sacrilege."
913,Tetisheri,Queen,17th dynasty,fl. c. mid-16th century BC,"Wife of pharaoh Senakhtenre Ahmose and the mother of Seqenenre Tao, Queen Ahhotep I and possibly Kamose."
914,Tey,Queen,18th dynasty,fl. c. mid-14th century BC,The wife of Kheperkheprure Ay who was a pharaoh of Egypt's 18th dynasty.
915,Thamphthis,Pharaoh,4th dynasty,fl. c. mid-25th century BC,"The Greek name of an Egyptian king of the 4th dynasty. His original Egyptian name is lost, but it may have been Djedefptah or Ptahdjedef."
916,Thutmose I,Pharaoh,18th dynasty,reigned c. 1506 BC – c. 1493 BC,"During his reign, he campaigned deep into the Levant and Nubia, pushing the borders of Egypt further than ever before. He built many temples throughout Egypt and was the first pharaoh to build a tomb for himself in the Valley of the Kings. His name is sometimes written as Thothmes, Thutmosis or Tuthmosis I."
917,Thutmose II,Pharaoh,18th dynasty,reigned c. 1493 BC – c. 1479 BC,Son of Thutmose I and Queen Mutnofret. He built some minor monuments and initiated some minor campaigns. Thutmose II was probably strongly influenced by his wife and royal half-sister Hatshepsut.
918,Thutmose III,Pharaoh,18th dynasty,reigned c. 1479 BC – c. 1425 BC,"During the early years of his reign, he was co-regent with his stepmother, Hatshepsut, who was named the pharaoh. After her death, he created the largest empire Egypt had ever seen. He conducted at least seventeen campaigns and he conquered lands from northern Syria to the fourth cataract of the Nile."
919,Thutmose IV,Pharaoh,18th dynasty,reigned c. 1401 BC – c. 1391 BC,Son of Amenhotep II and Tiaa. Known for the restoration of the Sphinx at Giza.
920,Thutmose,Prince,18th dynasty,fl. c. mid-14th century BC,The eldest son of pharaoh Amenhotep III and Queen Tiye. His apparent early death led to Akhenaten becoming the successor to Amenhotep III. Also known as Djhutmose.
921,Thutmose,Sculptor,18th dynasty,fl. c. mid-14th century BC,The official court sculptor of the Egyptian Pharaoh Akhenaten in the latter part of his reign. Also known as Djhutmose or Thutmosis
922,Thutmose,Vizier,18th dynasty,fl. c. mid-14th century BCE,"Vizier during the reign of Amenhotep III, was the father of Ptahmose."
923,Thutmose,Vizier,19th dynasty,fl. c. mid-13th century BC,Vizier during the latter part of the reign of Ramesses II.
924,Tia,Princess,19th dynasty,fl. c. mid-13th century BC,The daughter of Pharaoh Seti I and Queen Tuya and the elder sister of Ramesses II. Married to a noble man also called Tia. Buried with her husband in Saqqara.
925,Tiaa,Queen,18th dynasty,fl. c. late-15th century BC,She was the wife of Pharaoh Amenhotep II and the mother of Thutmose IV.
926,Tiaa,Princess,18th dynasty,fl. c. early-14th century BC,She was a daughter of Pharaoh Thutmose IV.
927,Tiaa,Queen,19th dynasty,fl. c. late-13th century BC,Possibly a wife of Pharaoh Seti II.
928,Tiye,Queen,18th dynasty,fl. c. early to mid-14th century BC,The daughter of Yuya and Tjuyu. She was the Great Royal Wife of pharaoh Amenhotep III and matriarch of the Amarna family from which many members of the royal family of Ancient Egypt were to come.
929,Tiye,Queen,20th dynasty,fl. c. early-12th century BC,"A wife of Ramesses III. She instigated a failed ""harem conspiracy"" to kill the king and place Tiye's son Pentawer on the throne, instead of the appointed heir, who was the son of queen Iset Ta-Hemdjert."
930,Tiy-Merenese,Queen,20th dynasty,fl. c. early-12th century BC,The wife of Setnakhte and mother of Ramesses III. Her name is sometimes written as Teye-Merenaset or Tiye-Mereniset.
931,Tjahapimu,Prince and regent,30th dynasty,fl. 4th century BCE,"A prince, regent of Egypt during the reign of his brother Teos, and father of the future pharaoh Nectanebo II."
932,Tjanefer,Fourth Prophet of Amun,21st dynasty,fl. c. late-11th century BC,"A 21st dynasty Egyptian priest. His father was Nesipaherenmut, the Fourth Prophet of Amun, his mother was Isetemheb. He married Gautseshen, the daughter of High Priest Menkheperre and Princess Isetemkheb."
933,Tjuyu,Noble woman,18th dynasty,fl. c. early-14th century BC,"An Egyptian noblewoman and the mother of queen Tiye, wife of pharaoh Amenhotep III. Also known as Thuya, Thuyu and Tuya."
934,Tlepolemus,"Regent, Military Governor",Ptolemaic,fl. c. late-3rd century BC,Regent of Egypt during the reign of the boy king Ptolemy V. Tlepolemus was military governor of Pelusium when the regent Agathocles and his family were overthrown and killed in a popular uprising. Tlepolemus briefly took Agathocles' place as regent until he was replaced by Aristomenes of Alyzia.
935,Tryphaena,Queen,Ptolemaic,c. 141 BC – 111 BC,A Ptolemaic princess and Seleucid queen. She was the oldest daughter of the Egyptian king Ptolemy VIII and Cleopatra III. She married the Seleucid king Antiochus VIII Grypus and was queen of Syria (124 BC – 111 BC).
936,Tutankhamun,Pharaoh,18th dynasty,c. 1341 – c. 1323 BC,"Tutankhamen reigned c. 1333 BC – c. 1323 BC. He married his half sister, Ankhesenpaaten, who later changed her name to Ankhesenamun. He ended the worship of the god, Aten and restored the god Amun to supremacy. The capital of Egypt was moved back to Thebes."
937,Tutkheperre Shoshenq,Pharaoh,22nd dynasty,fl. c. early-9th century BC,A 22nd dynasty Libyan king of Egypt.
938,Tutu,Official,18th dynasty,fl. c. 14th century BC,"Tutu, the Egyptian official, was one of pharaoh's officials during the Amarna letters period."
939,Tuya,Queen,19th dynasty,fl. c. early-13th century BC,The wife of Pharaoh Seti I and mother of Ramesses II. Also known as Tuy and Mut-Tuya.
940,Twosret,"Pharaoh, Queen",19th dynasty,fl. c. early 12th century BC,"The last pharaoh of the 19th Dynasty of Egypt. She was a royal wife of Seti II. She was regent to Seti's heir Siptah. When Siptah died, Twosret officially assumed the throne. Twosret's reign ended in a civil war leading to her successor Setnakhte founding the 20th dynasty. Also known as Tawosret and Tausret."
941,Tyti,Queen,20th dynasty,fl. c. late-12th century BC,An Egyptian queen of the 20th dynasty. She may have been married to Ramesses X.
942,Udjahorresnet,Official,26th-27th dynasty,fl. c. late-6th century BCE,A high official who made a remarkable career under Cambyses II and Darius I during the first Persian domination (27th dynasty).
943,Udjebten,Queen,6th dynasty,fl. c. 23rd or 24th century BC,A wife of Pharaoh Pepi II. Her name is also written as Wadjebten.
944,Unas,Pharaoh,5th dynasty,reigned c. 2375 BC – c. 2345 BC,"The last 5th dynasty pharaoh of Egypt. Unas may have had two queen consorts, Khenut and Nebit. His name is also written as Oenas, Unis, Wenis, or Ounas."
945,Useramen,Vizier,18th dynasty,fl. c. mid-15th century BC,A vizier of Egypt under Hatshepsut and Tuthmosis III. Also known as User and Amenuser.
946,Userhet,Overseer of the Fields of Amun,18th dynasty,fl. c. mid-15th century BC,"Userhet was buried in the Valley of the Kings, in tomb KV45. He probably lived during the rule of Thutmose IV."
947,Userkaf,Pharaoh,5th dynasty,reigned c. 2498 BC – c. 2491 BC,The first 5th dynasty king of Egypt. He started the tradition of building sun temples at Abusir. He constructed the Pyramid of Userkaf complex at Saqqara.
948,Userkare,Pharaoh,6th dynasty,fl. c. 24th century BC,He is considered to be either a usurper to the throne after Teti or he could have been a son of Teti and Queen Khuit.
949,Usermontu,Vizier,18th dynasty,fl. c. mid-14th century BC,He served during the reign of Pharaoh Tutankhamun.
950,Wadjmose,Prince,18th dynasty,fl. c. late-16th century BC,A son of Pharaoh Thutmose I.
951,Wadjitefni,Prince,2nd Dynasty,fl. c. early 28th century BC,A son of a king of the early 2nd Dynasty.
952,Wahibre Ibiau,Pharaoh,13th dynasty,fl. c. mid-17th century BC,An Egyptian king of the 13th Dynasty.
953,Wahkare Khety,Pharaoh,10th dynasty,fl. c. 21st century BCE,A pharaoh likely of the 10th dynasty of Egypt controlling territories based around Herakleopolis.
954,Wahtye,Priest,5th dynasty,fl. 25th century BCE,A high-ranking priest and official whose tomb was uncovered in 2018 in the Saqqara necropolis and was the subject of the Netflix documentary Secrets of the Saqqara Tomb.
955,Webensenu,Prince,18th dynasty,fl. c. late-15th century BC,He was a son of Pharaoh Amenhotep II.
956,Wegaf Khutawyre,Pharaoh,13th dynasty,fl. c. late-19th century BC,"An Egyptian king of the 13th Dynasty, also known as Ugaf."
957,Wehemka,Prince,4th dynasty,fl. c. 26th century BC,"A son of Nefermaat, the eldest son of pharaoh Sneferu and Itet."
958,Wendjebauendjed,Official,21st dynasty,fl. c. 13th century BCE,"A general, high official and priest under pharaoh Psusennes I, known for his undisturbed tomb and its relative treasure at Tanis."
959,Weneg,Pharaoh,2nd dynasty,fl. c. 28th century BC,Weneg was the royal Nebti name of a pharaoh during the 2nd dynasty of Egypt. He is assumed to have been a king who ruled Egypt between Nynetjer and Khasekhemwy. He is also referred to as Wneg or Wadjnes or Tlas.
960,Wenennefer,High Priest of Osiris,19th dynasty,fl. c. 13th century BCE,A High Priest of Osiris under pharaoh Ramesses II.
961,Weni the Elder,"Court Official, General",6th dynasty,fl. c. late 24th to early 23rd centuries BC,"A court official of the 6th dynasty of Egypt. He began his career under Teti, and served as a general under Pepi I Meryre and as governor of Upper Egypt during the reign of Merenre Nemtyemsaf I."
962,Wentawat,Viceroy of Kush,20th dynasty,fl. c. 12th century BC,"Wentawat (also written as Wentawuat), was Viceroy of Kush under Ramesses IX. Wentawat was possibly a son of the Viceroy Hori II"
963,Wepwawetemsaf,Pharaoh,"13th, 16th or Abydos dynasty",fl. c. 17th century BC,Poorly known pharaoh during the second intermediate period.
964,Wetka,Prince,4th dynasty,fl. c. 26th century BC,"Wetka was a son of Prince Khufukhaf I and Nefertkau II, and a grandson of Khufu."
965,Wazad,Pharaoh,14th dynasty,fl. c. 1700 BC,Pharaoh of Canaanite descent reigning over the eastern Nile Delta during the second intermediate period.
966,Ya'ammu,Pharaoh,14th or 16th dynasty,c. early-18th or 17th century BC,"Possibly, an early semitic pharaoh of the eastern Nile Delta during the second intermediate period. Alternatively a vassal of the Hyksos kings."
967,Yakareb,Pharaoh,14th dynasty,fl. c. 17th century BC,Semitic pharaoh of the eastern Nile Delta during the second intermediate period.
968,Yakbim,Pharaoh,14th or 16th dynasty,c. early-18th or 17th century BC,"Possibly, an early semitic pharaoh of the eastern Nile Delta during the second intermediate period. Alternatively a vassal of the Hyksos kings."
969,Yanhamu,Official,18th dynasty,fl. c. 14th century BC,"An Egyptian commissioner mentioned in the 1350-1335 BC Amarna letters correspondence. His name has also been read as Yenhamu, and Enhamu."
970,Yaqub-Har,Pharaoh,14th or 15th dynasty,fl. c. late-17th century BC,Either a pharaoh of the 14th dynasty reigning over the eastern Nile Delta or a vassal of the Hyksos kings during Egypt's fragmented Second Intermediate Period.
971,Yuny,Steward,19th dynasty,fl. c. early to mid-13th century BC,"An official during the reign of pharaoh Ramesses II. He served as chief scribe of the court, the overseer of priests and royal steward. Yuni started building projects at Amara West and Aksha. His name is sometimes written as Iuny."
972,Yuya,Master of the Horse,18th dynasty,fl. c. early-14th century BC,"An Egyptian courtier of the 18th dynasty of Egypt. He was the King's Lieutenant and Master of the Horse. He married Tjuyu who held high offices in governmental and religious hierarchies. Their daughter, Tiye, became queen to Amenhotep III. His name is sometimes written as Iouiya."
973,Yuyu,High Priest of Osiris,19th dynasty,fl. c. 13th-12th century BCE,"A High Priest of Osiris under Ramesses II and Merenptah, and a grandson of Wenennefer."
